module,error,studyyear,institute_num
2300-E16;International organizations and cooperation.,0,16/17,2300
"2300-E16;Greenland at the Crossroads: Climate Change, Global Arctic Interests and Developments in Greenland.",0,16/17,2300
2300-E16;`Os og Dem`- Indvandrings- og integrationspolitik i Vesteuropa.,0,16/17,2300
2300-E16;Academic Interviewing.,0,16/17,2300
"2300-E16;Globalization, Power and Economic Policy.",0,16/17,2300
2300-E16;Budgetter og regnskaber for virksomheder og offentlige myndigheder.,0,16/17,2300
2300-E16;Politisk adfÃ¦rd.,0,16/17,2300
"2300-E16;Institutions, Policy Processes and Policies of the EU.",0,16/17,2300
2300-E16;VideregÃ¥ende kvantitative metoder i studiet af politisk adfÃ¦rd.,0,16/17,2300
2300-E16;Diplomati i forandring,0,16/17,2300
2300-E16;Indvandring og politisk adfÃ¦rd.,0,16/17,2300
2300-E16;Civil War and Peace Processes in Comparative Perspective,0,16/17,2300
2300-E16;State Fragility and Collapse,0,16/17,2300
2300-E16;Parties in Government,0,16/17,2300
2300-E16;Ministerial careers,0,16/17,2300
2300-E16;The Politics of citizenship in a Transnational Age.,0,16/17,2300
2300-E16;Righting wrongs or wronging rights? Human rights and its discontents.,0,16/17,2300
2300-E16;Social Media and the Politics of the Digital Age.,0,16/17,2300
2300-E16;Tal der tÃ¦ller - indikatorer og statistik som politiske fÃ¦nomener,0,16/17,2300
2300-E16;EU social policies and the welfare states.,0,16/17,2300
2300-E16;MellemÃ¸sten og den aktuelle verdensorden.,0,16/17,2300
2300-E16;The Political Economy of European Integration.,0,16/17,2300
2300-E16;Jean Monnet: The Politics of the European Union.,0,16/17,2300
"2300-E16;Technology, Bureaucracy and Legitimacy in Future Battlefields.",1,16/17,2300
2300-E16;The Politics of Cyber Security.,0,16/17,2300
2300-E16;Domestic political challenges and the development in Chinese foreign and security.,0,16/17,2300
2300-E16;Sex and money: gender in the global political economy.,0,16/17,2300
2300-E16;Sociological Approaches in International Relations.,0,16/17,2300
2300-E16;Political Islam.,0,16/17,2300
2300-E16;International organizations and cooperation.,0,16/17,2300
"2300-E16;Greenland at the Crossroads: Climate Change, Global Arctic Interests and Developments in Greenland.",0,16/17,2300
2300-E16;`Os og Dem`- Indvandrings- og integrationspolitik i Vesteuropa.,0,16/17,2300
2300-E16;Academic Interviewing.,0,16/17,2300
"2300-E16;Globalization, Power and Economic Policy.",0,16/17,2300
2300-E16;Budgetter og regnskaber for virksomheder og offentlige myndigheder.,0,16/17,2300
2300-E16;Politisk adfÃ¦rd.,0,16/17,2300
"2300-E16;Institutions, Policy Processes and Policies of the EU.",0,16/17,2300
2300-F17;Governing Natural Resources in Africa,1,16/17,2300
2300-F17;Urban Africa,1,16/17,2300
2300-F17;Religion and Development in Africa,1,16/17,2300
2300-E16;Ledelse: offentlig ledelse i organisationsteoretisk kontekst,1,16/17,2300
2300-E16;Styring og evaluering,1,16/17,2300
2300-E16;Organisation: Organisationsteori og offentlige organisationer,0,16/17,2300
2300-E16;Organisation: Organisationsteori og offentlige organisationer,0,16/17,2300
2300-E16;Security Studies and Strategy,0,16/17,2300
2300-E16;Knowledge Production and Evaluation,0,16/17,2300
2300-E16;Security Risk Management,0,16/17,2300
2300-E16;Political Risk Analysis,0,16/17,2300
2300-E16;Intelligence,0,16/17,2300
2300-E16;Transformations of the Public Private Divide,0,16/17,2300
2300-E16;Researching complex questions in European Union Studies.,0,16/17,2300
2300-E16;Maybe it`s time to rediscover technocracy. The governance reforms of the public sector and the emergence of late modern technocracy.,0,16/17,2300
2300-E16;Theorising European Integration.,0,16/17,2300
2300-E16;Theorising European Integration.,0,16/17,2300
2300-E16;The Politics of Crisis and Austerity.,0,16/17,2300
2300-E16;The Politics of Crisis and Austerity.,0,16/17,2300
2300-E16;Styring og ledelse,0,16/17,2300
2300-F17;Specialeseminar,0,16/17,2300
"2300-B5-5F16;Euroscepticism, Populism, and Democracy in the EU.",1,16/17,2300
"2300-B5-5F16;Euroscepticism, Populism, and Democracy in the EU.",1,16/17,2300
"2300-B5-5F16;Euroscepticism, Populism, and Democracy in the EU.",1,16/17,2300
2300-B5-5F16;Digital Diplomacy.,1,16/17,2300
2300-B5-5F16;Digital Diplomacy.,1,16/17,2300
2300-B5-5F16;Digital Diplomacy.,1,16/17,2300
2300-B5-5F16;Nye former for politisk deltagelse.,1,16/17,2300
2300-B5-5F16;Nye former for politisk deltagelse.,1,16/17,2300
2300-B5-5F16;Nye former for politisk deltagelse.,1,16/17,2300
2300-E16;Budgetter og regnskaber for virksomheder og offentlige myndigheder.,0,16/17,2300
"2300-B5-5F17;Nudge, Nudge. Information-based governance and policy design.",1,16/17,2300
"2300-B5-5F17;Nudge, Nudge. Information-based governance and policy design.",1,16/17,2300
2300-B5-5F17;EU`s politiske Ã¸konomi,1,16/17,2300
2400-F17;Feltarbejde: Etnografi og analyse,1,16/17,2400
2400-B5-5F17;Selvstudium af valgfrit antropologisk kursus,1,16/17,2400
2400-B5-5F16;Using anthropology`s analytical tools to solve business problems.,0,16/17,2400
2400-B5-5F17;Sustainability in the Social and Human Sciences.,0,16/17,2400
2400-E16;Faghistorie I,0,16/17,2400
2400-E16;Antropologisk Metode,0,16/17,2400
2400-E16;Anthropological Analyses,0,16/17,2400
2400-E16;Thesis Seminar,1,16/17,2400
2400-E16;Antropologi I,0,16/17,2400
2400-E16;Specialeseminar,1,16/17,2400
"2400-E16;The Anthropology of Migration, Introductory course",0,16/17,2400
2400-E16;Introduction to the Anthropology of Islam and the Middle East,0,16/17,2400
2400-E16;Urban Anthropology,0,16/17,2400
2400-E16;Visual Anthropology,0,16/17,2400
2400-E16;Statistik for Antropologer - og andre med kvalitative spidskompetencer,0,16/17,2400
2400-E16;Danish Culture and Society,0,16/17,2400
2400-E16;Ethnographic approaches to migration issues in Scandinavia,0,16/17,2400
2400-E16;Introduction to Anthropology,0,16/17,2400
2400-E16;Anthropology: methodology and analysis,0,16/17,2400
2400-E16;Feltarbejde: Etnografi og analyse,0,16/17,2400
2400-E16;Fieldwork: Ethnography and Analysis,0,16/17,2400
2400-E16;Speciale,1,16/17,2400
2400-E16;MasterÂ´s Thesis,1,16/17,2400
2400-E16;Bachelorprojekt,0,16/17,2400
2400-E16;Introduktion til antropologi og etnografisk metode,0,16/17,2400
"2400-E16;Protest, Resistance, Rebellion and Revolution",0,16/17,2400
2400-E16;The Politics of Masculinity and Violence,0,16/17,2400
"2400-E16;Medical Anthropology, advanced course",0,16/17,2400
"2400-E16;The Anthropology of Environment, advanced course.",1,16/17,2400
2400-E16;Organizational Anthropology,0,16/17,2400
"2400-E16;The Anthropology of migration, advanced course.",0,16/17,2400
2400-E16;Selvstudium af valgfrit antropologisk kursus,1,16/17,2400
2400-B5-5F16;Selvstudium af valgfrit antropologisk kursus,1,16/17,2400
"2400-E16;Forskningspraktikopgave 7,5 ECTS",1,16/17,2400
2400-B5-5F16;Sustainability in the Social and Human Sciences.,1,16/17,2400
"2400-E16;Projektorienteret forlÃ¸b, 30 ECTS",1,16/17,2400
2400-F17;MasterÂ´s Thesis,1,16/17,2400
"2400-F17;Projektorienteret forlÃ¸b, 15 ECTS",1,16/17,2400
"2400-F17;Projektorienteret forlÃ¸b, 22,5 ECTS",1,16/17,2400
"2400-F17;Projektorienteret forlÃ¸b, 30 ECTS",1,16/17,2400
2400-F17;Selvstudium af valgfrit antropologisk kursus,1,16/17,2400
2400-B5-5F17;Evalueringsantropologi.,1,16/17,2400
2400-F17;Faghistorie II,0,16/17,2400
2400-F17;Anvendt antropologi,0,16/17,2400
2400-F17;Videnskabsteori,0,16/17,2400
2400-F17;Bachelorprojekt,0,16/17,2400
2400-F17;Anthropological Project Design,0,16/17,2400
2400-F17;Anthropology and the Environment,0,16/17,2400
"2400-F17;Medical Anthropology, introductory course",0,16/17,2400
2400-F17;Political Anthropology,0,16/17,2400
"2400-F17;The Anthropology of Religion, introductory course",0,16/17,2400
2400-F17;Innovation og Co-design.,0,16/17,2400
2400-F17;Ethnographic approaches to migration issues in Scandinavia,0,16/17,2400
"2400-F17;Heritagizing pasts, presents and futures.",0,16/17,2400
2400-F17;Contemporary South Asia,1,16/17,2400
2400-F17;Economic Anthropology,0,16/17,2400
2400-F17;Gender Matters.,0,16/17,2400
2400-F17;Statistik for Antropologer - og andre med kvalitative spidskompetencer,0,16/17,2400
2400-F17;MASCOT - Mapping of Scientific Controversies.,0,16/17,2400
2400-F17;Anthropology: methodology and analysis,0,16/17,2400
2400-F17;Grundbegreber i sundhedsantropologi,0,16/17,2400
2400-F17;Danish Culture and Society,0,16/17,2400
2400-F17;Antropologi II,0,16/17,2400
2400-B5-5F16;Etnografisk Film Metode - et `hands-on` modul,0,16/17,2400
"2500-B5-5F16;Vf: Democracy, Democratization and Civil Soc. in Comparative Perspective",1,16/17,2500
"2500-B5-5F16;Valgfag: Democracy, Democratisation and Civil Society in Comparative Perspective",1,16/17,2500
2500-B5-5F16;Valgfag: Organizations - Innovation and change,1,16/17,2500
2500-B5-5F16;Valgfag: Faktoranalyse og strukturelle ligningsmodeller.,1,16/17,2500
2500-B5-5F16;Valgfag: Faktoranalyse og strukturelle ligningsmodeller.,1,16/17,2500
"2500-B5-5F16;Valgfag: Mandeforskning, mÃ¦nds liv og maskuliniteter.",0,16/17,2500
"2500-B5-5F16;Valgfag: Mandeforskning, mÃ¦nds liv og maskuliniteter.",0,16/17,2500
2500-B5-5F17;Valgfag: Migration and Gender,1,16/17,2500
2500-B5-5F17;Valgfag: KÃ¸nne(de) tal. Kritisk blik pÃ¥ kvantitative metoder med fokus pÃ¥ kÃ¸n og krop,1,16/17,2500
2500-B5-5F17;Valgfag: KÃ¸nne(de) tal. Kritisk blik pÃ¥ kvantitative metoder med fokus pÃ¥ kÃ¸n og krop,1,16/17,2500
2500-B5-5F17;Valgfag: Anvendt data-mining: Klassifikation af variabler og individer.,1,16/17,2500
2500-B5-5F17;Valgfag: Anvendt data-mining: Klassifikation af variabler og individer.,1,16/17,2500
2500-B5-5F17;Samfundsvidenskabelig metode: Kvalitative analyser af sociologiske genstandsfelter.,1,16/17,2500
2500-B5-5F17;Metode og Forskningspraksis: Kvalitative analyser af sociologiske genstandsfelter.,1,16/17,2500
"2500-B5-5F17;Valgfag: Black and Orange: Race, class, and the American Criminal Justice System",1,16/17,2500
"2500-B5-5F17;Valgfag: Black and Orange: Race, class, and the American Criminal Justice System",1,16/17,2500
2500-B5-5F17;Valgfag: Migration and Gender,1,16/17,2500
2500-E16;Sociologisk innovation,0,16/17,2500
2500-E16;ElementÃ¦re samfundsvidenskabelige metoder II,1,16/17,2500
2500-E16;Sociologiens videnskabsteori,0,16/17,2500
2500-E16;Social differentiering,0,16/17,2500
2500-E16;VideregÃ¥ende kvantitative metoder,0,16/17,2500
2500-E16;Klassisk og nyere sociologisk teori,0,16/17,2500
2500-E16;Almen I,0,16/17,2500
"2500-E16;Advanced knowledge, organization and politics",0,16/17,2500
"2500-E16;Advanced culture, Lifestyle and Everyday Life",0,16/17,2500
"2500-E16;Advanced welfare, Inequality and Mobility",0,16/17,2500
2500-E16;Sociologisk projektdesign,0,16/17,2500
2500-E16;Valgfag: Sustainability in the Social and Human Sciences.,1,16/17,2500
2500-E16;Valgfag: Sustainability in the Social and Human Sciences.,1,16/17,2500
2500-E16;Valgfag: Den danske model i forandring - teoretiske og empiriske perspektiver.,0,16/17,2500
2500-E16;Valgfag: Den danske model i forandring - teoretiske og empiriske perspektiver.,0,16/17,2500
2500-E16;Sociologisk teorifag: Sundhedssociologi,0,16/17,2500
2500-E16;Teori og Metode: Sundhedssociologi,0,16/17,2500
2500-E16;Sociologisk teorifag: Discourse and Politics.,0,16/17,2500
2500-E16;Teori og Metode: Discourse and Politics.,0,16/17,2500
"2500-E16;Sociologisk teorifag: Protest, Mobilization, and Organizing in Transnational Social Movements.",1,16/17,2500
"2500-E16;Valgfag: Protest, Mobilization, and Organizing in Transnational Social Movements.",0,16/17,2500
2500-E16;Sociologisk temafag: Criminology,0,16/17,2500
2500-E16;Teori og Tema: Criminology,0,16/17,2500
2500-E16;Sociologisk temafag: Human Ressource Management,0,16/17,2500
2500-E16;Teori og Tema: Human Ressource Management,0,16/17,2500
"2500-E16;Samfundsvid. metodefag: Evaluering: Metode, teori og praksis",0,16/17,2500
"2500-E16;Metode og Forskningspraksis: Evaluering - metoder, teorier og praksis",0,16/17,2500
2500-E16;Samfundsvidenskabelig metodefag: Om begrebet Survey og spÃ¸rgeskemakonstruktion,0,16/17,2500
2500-E16;Metode og Forskningspraksis:  Om begrebet survey og spÃ¸rgeskemakonstruktion,0,16/17,2500
2500-E16;Samfundsvidenskabelig metodefag: Logikken i statistisk kontrol: Test af sociologiske forklaringer med regressionsanalyse.,0,16/17,2500
2500-E16;Metode og Forskningspraksis: Logikken i statistisk kontrol: Test af sociologiske forklaringer med regressionsanalyse.,0,16/17,2500
2500-E16;Samfundsvidenskabelig metodefag: Generaliserede lineÃ¦re modeller,0,16/17,2500
2500-E16;Metode og Forskningspraksis: Generaliserede liniÃ¦re modeller.,0,16/17,2500
2500-E16;Samfundsvidenskabelig metodefag: Kvalitative analyser af arbejdsliv,0,16/17,2500
2500-E16;Metode og Forskningspraksis: Kvalitative analyser af arbejdsliv,0,16/17,2500
2500-E16;Valgfag: Danish Society - A sociological perspective,0,16/17,2500
2500-E16;Valgfag: Family Demography,0,16/17,2500
2500-E16;Teori og Metode: Transnational and Global Sociology (TGS),0,16/17,2500
2500-E16;Sociologisk temafag: ISSUES IN INTERNATIONAL DEVELOPMENT,0,16/17,2500
2500-E16;Teori og Tema: ISSUES IN INTERNATIONAL DEVELOPMENT,0,16/17,2500
2500-E16;Samfundsvidenskabelig metodefag: Tracing social emergence.,0,16/17,2500
2500-E16;Metode og Forskningspraksis: Tracing social emergence.,0,16/17,2500
2500-E16;Valgfag: Projektledelse i organisationer,0,16/17,2500
2500-E16;Valgfag: Projektledelse i organisationer,0,16/17,2500
2500-E16;Sociologisk teorifag: Families in Crises - the changing balance of power between men,1,16/17,2500
2500-E16;Valgfag: Family Demography,0,16/17,2500
2500-E16;Sociologisk teorifag: Transnational and Global Sociology (TGS),0,16/17,2500
2500-E16;Valgfag: Matematik for sociologer,1,16/17,2500
2500-E16;Valgfag: Matematik for sociologer,1,16/17,2500
2500-E16;Valgfag: Families in Crises - the changing balance of power between men,0,16/17,2500
"2500-F17;Sociologisk temafag: Black and Orange: Race, class, and the American Criminal Justice System",1,16/17,2500
"2500-F17;Teori og tema: Black and Orange: Race, class, and the American Criminal Justice System",1,16/17,2500
"2500-E16;Valgfag: Protest, Mobilization, and Organizing in Transnational Social Movements.",0,16/17,2500
2500-E16;Det Danske Samfund,0,16/17,2500
2500-E16;ElementÃ¦re samfundsvidenskabelige metoder I,0,16/17,2500
2500-E16;ElementÃ¦re samfundsvidenskabelige metoder II,1,16/17,2500
2500-E16;Bachelorprojekt,1,16/17,2500
2500-F17;Bachelorprojekt,1,16/17,2500
2500-F17;Almen Sociologi II,0,16/17,2500
2500-F17;Videnskab og Samfund,0,16/17,2500
2500-F17;GrundlÃ¦ggende statistik,0,16/17,2500
"2500-F17;VelfÃ¦rd, Ulighed og Mobilitet",0,16/17,2500
2500-F17;Kultursociologi,0,16/17,2500
2500-F17;VideregÃ¥ende kvalitative metoder,0,16/17,2500
2500-F17;Politisk sociologi,0,16/17,2500
2500-F17;Sociologisk projektdesign,0,16/17,2500
2500-F17;Valgfag: Gender and Body Dynamics. Cross-disciplinary perspectives.,0,16/17,2500
2500-F17;Valgfag: Gender and Body Dynamics. Cross-disciplinary perspectives.,0,16/17,2500
2500-F17;Valgfag: Sociology of Organizations,0,16/17,2500
2500-F17;Valgfag: Sociology of Organizations,0,16/17,2500
"2500-F17;Valgfag: Migration, Refugees and citizenship in a Globalized World",0,16/17,2500
"2500-F17;Valgfag: Migration, Refugees and citizenship in a Globalized World",0,16/17,2500
2500-F17;Valgfag: Danish Society - A sociological perspective,0,16/17,2500
"2500-F17;Sociologisk teorifag: Critique of society: The Frankfurt School, Foucault and Boltanski",0,16/17,2500
"2500-F17;Teori og Metode: Critique of society: The Frankfurt School, Foucault and Boltanski.",0,16/17,2500
2500-F17;Sociologisk teorifag: Kroppens sociology,0,16/17,2500
2500-F17;Teori og Metode: Kroppens sociology.,0,16/17,2500
2500-F17;Norbert Elias and Pierre Bourdieu - relational sociology for the 21st century,0,16/17,2500
"2500-F17;Sociologisk temafag: VelfÃ¦rdsstater, EU og arbejdslÃ¸shedsbekÃ¦mpelse.",0,16/17,2500
"2500-F17;Teori og Tema: VelfÃ¦rdsstater, EU og arbejdslÃ¸shedsbekÃ¦mpelse.",0,16/17,2500
2500-F17;Sociologisk temafag: Madsociologi og samfundsmÃ¦ssige udfordringer,0,16/17,2500
2500-F17;Teori og Tema: Madsociologi og samfundsmÃ¦ssige udfordringer,0,16/17,2500
2500-F17;Teori og Tema: Contemporary Economic Sociology,0,16/17,2500
2500-F17;Sociologisk temafag: Contemporary Economic Sociology,0,16/17,2500
2500-F17;Sociologisk temafag: Forbrugs-sociologi,0,16/17,2500
2500-F17;Teori og Tema: Forbrugs-sociologi,0,16/17,2500
"2500-F17;Samfundsvid. metodefag: Evaluering: Metode, teori og praksis",0,16/17,2500
"2500-F17;Metode og Forskningspraksis: Evaluering - metoder, teorier og praksis",0,16/17,2500
2500-F17;Samfundsvidenskabelig metodefag: Kvalitative analyser af arbejdsliv,0,16/17,2500
2500-F17;Metode og Forskningspraksis: Kvalitative analyser af arbejdsliv,0,16/17,2500
2500-F17;Samfundsvidenskabelig metodefag: Avanceret kvalitativ dataanalyse.,0,16/17,2500
2500-F17;Metode og forskningspraksis: Avanceret kvalitativ dataanalyse.,0,16/17,2500
2500-F17;Valgfag: Projektledelse i organisationer,0,16/17,2500
2500-F17;Valgfag: Projektledelse i organisationer,0,16/17,2500
2500-B5-5F17;Valgfag: Organizations - Innovation and change,1,16/17,2500
"2500-B5-5F17;Vf: Democracy, Democratization and Civil Soc. in Comparative Perspective",0,16/17,2500
"2500-B5-5F17;Valgfag: Democracy, Democratisation and Civil Society in Comparative Perspective",0,16/17,2500
2500-B5-5F16;Valgfag: Introduktion til Stata,0,16/17,2500
2200-B5-5F17;VideregÃ¥ende statistik,1,17/18,2200
2200-B5-5F17;The Economic History of Europe,1,17/18,2200
2200-B5-5F17;Dynamiske modeller (undervisning),0,17/18,2200
2200-F18;Private Equity,0,17/18,2200
2200-F18;Derivatives Pricing,0,17/18,2200
2200-F18;Specialeskrivining/thesis writing,1,17/18,2200
2200-E17;Seminar:Bayesian econometrics,1,17/18,2200
2200-E17;Seminar: Study a Classical Writer,1,17/18,2200
2200-E17;Seminar: Corporate Management in Real Life Based on Economic Model,1,17/18,2200
"2200-E17;Seminar: Measuring health Effects, Modelling Health Economic Analysis",1,17/18,2200
2200-E17;Ã˜velse: Marketing,1,17/18,2200
2200-E17;Seminar: Treasury Bill Auctions: Theory and Empirics,1,17/18,2200
2200-E17;Advanced Macroeconomics: Business Cycles,0,17/18,2200
2200-E17;Seminar: Cost-Benefit analyser i praksis,0,17/18,2200
2200-E17;Seminar: Strategic Management,0,17/18,2200
2200-E17;Ã˜velse: VelfÃ¦rdsstatens udfordringer,0,17/18,2200
2200-E17;Seminar: Advanced Monetary Macroeconomics,0,17/18,2200
2200-E17;Seminar: Leadership and Project Management,0,17/18,2200
2200-E17;Seminar: Behavioral Economics in ActionÂ ,0,17/18,2200
2200-E17;Seminar: Economic and Political Development in Latin America,0,17/18,2200
2200-E17;Seminar: Economics of Privacy,0,17/18,2200
2200-E17;Seminar: Health Economic Analysis,0,17/18,2200
2200-E17;Seminar: Economic Growth,0,17/18,2200
2200-E17;Seminar: Danmark og Bankunionen,0,17/18,2200
2200-E17;Seminar: Strategisk Ledelse,0,17/18,2200
2200-E17;Seminar: Strategisk VÃ¦rdiansÃ¦ttelse af en virksomhed,0,17/18,2200
2200-E17;Sem: Fund Determ Econ Performa,0,17/18,2200
2200-E17;Seminar: A Postmortem of the Financial Crisis,0,17/18,2200
2200-E17;Seminar: Advanced Finance,0,17/18,2200
2200-E17;Seminar: Culture and Institutions,0,17/18,2200
2200-E17;Seminar: Regulation of Firms and Markets,1,17/18,2200
2200-F18;Matematik A (undervisning),0,17/18,2200
2200-F18;Bachelor projekt,1,17/18,2200
2200-F18;Ã˜konomiske prognoser i praksis,0,17/18,2200
2200-F18;Ã˜konomiske Principper A (undervisning),0,17/18,2200
2200-F18;ErhvervsÃ¸konomi (undervisning),0,17/18,2200
2200-F18;Matematik B (undervisning),0,17/18,2200
2200-F18;Samfundsbeskrivelse B (undervisning),0,17/18,2200
2200-F18;Ã˜konomiske Principper B (undervisning),0,17/18,2200
2200-F18;MakroÃ¸konomi I,0,17/18,2200
2200-F18;MikroÃ¸konomi I,0,17/18,2200
2200-F18;Sandsynlighedsteori og statistik,0,17/18,2200
2200-F18;MakroÃ¸konomi II,0,17/18,2200
2200-F18;MikroÃ¸konomi II,0,17/18,2200
2200-F18;Ã˜konometri I,0,17/18,2200
2200-F18;Ã˜konomisk historie,0,17/18,2200
2200-F18;Econometrics II (Econometrics C),0,17/18,2200
2200-F18;Macroeconomics III,0,17/18,2200
2200-F18;Microeconomics III,0,17/18,2200
2200-F18;Videnskabsteori for Ã¸konomer,0,17/18,2200
2200-F18;Advanced Development Economics - Micro Aspects,0,17/18,2200
2200-F18;Advanced Industrial Organization,0,17/18,2200
2200-F18;Adv. Macroeconometrics,0,17/18,2200
2200-F18;Advanced Strategic Management,0,17/18,2200
2200-F18;Applied Econometric Policy Evaluation,0,17/18,2200
2200-F18;Development Economics,0,17/18,2200
"2200-F18;Dynamic Programming - Theory, Computation, and Empirical Applications",0,17/18,2200
2200-F18;Economic Growth,0,17/18,2200
2200-F18;Economic Sociology,0,17/18,2200
2200-F18;Economics of Banking,0,17/18,2200
2200-F18;Economics of Education (english exam),0,17/18,2200
2200-F18;Economics of Exchange Rates,0,17/18,2200
2200-F18;Erhvervsret,0,17/18,2200
2200-F18;Foundations of Behavioral Economics,0,17/18,2200
2200-F18;Health Economic Evaluations,0,17/18,2200
2200-F18;History of Economic thought,0,17/18,2200
2200-F18;Industrial Organization,0,17/18,2200
2200-F18;International Economics,0,17/18,2200
2200-F18;Labour Economics,0,17/18,2200
2200-F18;LineÃ¦re modeller,0,17/18,2200
2200-F18;Managerial Accounting,0,17/18,2200
2200-F18;Marketing,0,17/18,2200
2200-F18;Mechanism Design,0,17/18,2200
2200-F18;Monetary Policy,0,17/18,2200
2200-F18;Offentlig Forvaltning - Jura og Politik,0,17/18,2200
2200-F18;Pricing Financial assets,0,17/18,2200
2200-F18;Programmering og Statistik med SAS,0,17/18,2200
2200-F18;Public Finance,0,17/18,2200
2200-F18;Regnskabsanalyse og aktievurdering,0,17/18,2200
2200-F18;Skatteret,0,17/18,2200
2200-F18;StikprÃ¸veteori,1,17/18,2200
2200-F18;Samfundsbeskrivelse A (undervisning),0,17/18,2200
2200-F18;Seminar: Advanced Microeconometrics,0,17/18,2200
2200-F18;Seminar: Anv. Corp Finance DK,1,17/18,2200
2200-F18;Seminar: Applied Corporate Finance,1,17/18,2200
2200-F18;Seminar: Behavioral Economics in ActionÂ ,1,17/18,2200
2200-F18;Seminar: Behavioral Labour Economics: Employment and Public Policy,1,17/18,2200
2200-F18;Seminar: Danmark og Bankunionen,0,17/18,2200
2200-F18;Seminar: Development Economics and Microeconometrics,0,17/18,2200
2200-F18;Seminar: Energy Economics,0,17/18,2200
2200-F18;Seminar: Experiments in Economics,1,17/18,2200
2200-F18;Seminar: Dansk og international velfÃ¦rd i begyndelsen af det 21. Ã¥rhundrede,1,17/18,2200
2200-F18;Seminar: Leadership and Project Management,0,17/18,2200
2200-F18;Seminar: Urban Economics,0,17/18,2200
2200-F18;Seminar: Strategisk Ledelse,0,17/18,2200
2200-F18;Seminar: Strategic Management,0,17/18,2200
2200-F18;Topics in Social Data Science,0,17/18,2200
2200-B5-5F17;LineÃ¦re modeller,0,17/18,2200
2200-B5-5F17;Behavioral Experimental Economics,0,17/18,2200
2200-B5-5F17;Datamatik 1,0,17/18,2200
2200-B5-5F17;Financial Econometrics B,0,17/18,2200
2200-B5-5F17;Organization Theory,1,17/18,2200
2200-B5-5F17;Dynamic Political Economy,1,17/18,2200
2200-B5-5F17;Bayesian Econometrics,1,17/18,2200
2200-F18;ICT-Applied,0,17/18,2200
2200-F18;Datamatik 1,0,17/18,2200
2200-E17;Samfundsbeskrivelse A (undervisning),0,17/18,2200
2200-E17;The Psychology of Choice - Experimental Theory and Methods,0,17/18,2200
2200-E17;The Danish Welfare Model,0,17/18,2200
2200-E17;Telecommunications Economics,0,17/18,2200
2200-E17;Strategic Management,0,17/18,2200
2200-E17;Science of Behavior Change (English),0,17/18,2200
2200-E17;Praktisk tidsrÃ¦kkeanalyse,1,17/18,2200
2200-E17;Political Economics (class),1,17/18,2200
2200-E17;Multivariat analyse og kategoriserede data,0,17/18,2200
2200-E17;LineÃ¦re modeller,0,17/18,2200
"2200-E17;Economics of the Environment, Natural Resources and Climate Change",0,17/18,2200
2200-E17;Incentives and Organizations (GB),1,17/18,2200
2200-E17;ICT-Applied,0,17/18,2200
2200-E17;Health Economics,0,17/18,2200
2200-E17;Game Theory,0,17/18,2200
2200-E17;Financial Markets (class),0,17/18,2200
"2200-E17;Financial Frictions, Liquidity and the Business Cycle",1,17/18,2200
2200-E17;Financial Econometrics A,0,17/18,2200
2200-E17;Family Economics,0,17/18,2200
2200-E17;Economics of the European Union,0,17/18,2200
2200-E17;Dynamiske modeller (undervisning),0,17/18,2200
2200-E17;Demography (class),0,17/18,2200
2200-E17;Datamatik 1,0,17/18,2200
2200-E17;Corporate Finance Theory,0,17/18,2200
2200-E17;Corporate Finance and Incentives,0,17/18,2200
2200-E17;Contract Theory,0,17/18,2200
2200-E17;Behavioral Finance 7Â½ ECTS,0,17/18,2200
2200-E17;Anvendte generelle ligevÃ¦gtsmodeller,0,17/18,2200
2200-E17;Anvendte generelle ligevÃ¦gtsmodeller,0,17/18,2200
2200-E17;Advanced Microeconometrics,0,17/18,2200
2200-E17;Advanced Macroeconomics,1,17/18,2200
2200-E17;Advanced International Trade,0,17/18,2200
2200-E17;Advanced Industrial Organization (class),1,17/18,2200
2200-E17;Advanced Development Economics - Macro Aspects,0,17/18,2200
2200-E17;Adv. Dev. Ec. : Applied Macroeconomics and Policy Analysis,0,17/18,2200
2200-E17;Microeconomics III,0,17/18,2200
2200-E17;Macroeconomics III,0,17/18,2200
2200-E17;Econometrics II (Econometrics C),0,17/18,2200
2200-E17;Ã˜konomisk historie,0,17/18,2200
2200-E17;Ã˜konometri I,0,17/18,2200
2200-E17;MikroÃ¸konomi II,0,17/18,2200
2200-E17;MakroÃ¸konomi II,0,17/18,2200
2200-E17;Sandsynlighedsteori og statistik,0,17/18,2200
2200-E17;MikroÃ¸konomi I,0,17/18,2200
2200-E17;MakroÃ¸konomi I,0,17/18,2200
2200-E17;Ã˜konomiske Principper B (undervisning),0,17/18,2200
2200-E17;Samfundsbeskrivelse B (undervisning),0,17/18,2200
2200-E17;Matematik B (undervisning),0,17/18,2200
2200-E17;ErhvervsÃ¸konomi (undervisning),0,17/18,2200
2200-E17;Ã˜konomiske Principper A (undervisning),0,17/18,2200
2200-E17;Ã…rsregnskab og regnskabsanalyse,0,17/18,2200
2200-E17;Bachelor projekt,1,17/18,2200
2200-E17;Matematik A (undervisning),0,17/18,2200
2200-B5-5F18;Seminar: Experiments in Economics,1,17/18,2200
2200-B5-5F18;Seminar: Applied Corporate Finance,1,17/18,2200
2200-B5-5F18;Seminar: Strategisk VÃ¦rdiansÃ¦ttelse af en virksomhed,1,17/18,2200
